"(row, OceanActionID)",sdg,sdg_count,trg,trg_count,sdg-trg,trg-sdg
"(1338, '16758')",['01' '02' '03' '05' '06' '07' '08' '10' '12' '13' '14' '16' '17'],13,['14'],1,['01' '02' '03' '05' '06' '07' '08' '10' '12' '13' '16' '17'],[]
"(1339, '15641')",['14'],1,['14'],1,[],[]
"(1340, '15772')",['13' '14'],2,['13' '14'],2,[],[]
"(1341, '16589')",['14'],1,['14'],1,[],[]
"(1342, '17662')",['12' '14'],2,['12' '14'],2,[],[]
"(1343, '21252')",['14'],1,['14'],1,[],[]
"(1344, '19884')",['06' '09' '11' '12' '13' '14'],6,['06' '09' '11' '12' '13' '14'],6,[],[]
"(1345, '18783')",['03' '06' '08' '11' '12' '14' '15'],7,['14'],1,['03' '06' '08' '11' '12' '15'],[]
"(1346, '16074')",['01' '02' '03' '07' '08' '10' '12' '14' '15'],9,['14'],1,['01' '02' '03' '07' '08' '10' '12' '15'],[]
"(1347, '18808')",['05' '14'],2,['05' '14'],2,[],[]
"(1348, '18043')",['14'],1,['14'],1,[],[]
"(1349, '21012')",['14'],1,['14'],1,[],[]
"(1350, '19934')",['08' '14' '15'],3,['08' '14' '15'],3,[],[]
"(1351, '20732')",['14'],1,['14'],1,[],[]
"(1352, '17130')",['08' '09' '12' '13' '14' '17'],6,['08' '09' '12' '13' '14' '17'],6,[],[]
"(1353, '16358')",['14' '17'],2,['14' '17'],2,[],[]
"(1354, '21488')",['11' '14'],2,['11' '14'],2,[],[]
"(1355, '16986')",['14'],1,['14'],1,[],[]
"(1356, '21684')",['04' '06' '13' '14'],4,['04' '06' '13' '14'],4,[],[]
"(1357, '19163')",['06' '11' '12' '14'],4,['06' '11' '12' '14'],4,[],[]
"(1358, '14135')",['13' '14'],2,['13' '14'],2,[],[]
"(1359, '15752')",['02' '03' '07' '13' '14' '15'],6,['14'],1,['02' '03' '07' '13' '15'],[]
"(1360, '21420')",['08' '14'],2,['08' '14'],2,[],[]
"(1361, '20144')",['14'],1,['14'],1,[],[]
"(1362, '20396')",['14'],1,['14'],1,[],[]
"(1363, '20064')",['05' '14'],2,['05' '14'],2,[],[]
"(1364, '18460')",['14'],1,['14'],1,[],[]
"(1365, '19357')",['14'],1,['14'],1,[],[]
"(1366, '17514')",['14' '15'],2,['14' '15'],2,[],[]
"(1367, '16022')",['01' '02' '03' '06' '08' '09' '11' '12' '14' '17'],10,['02' '06' '08' '09' '11' '12' '14' '17'],8,['01' '03'],[]
"(1368, '16050')",['03' '09' '11' '12' '14' '17'],6,['14'],1,['03' '09' '11' '12' '17'],[]
"(1369, '17126')",['14'],1,['14'],1,[],[]
"(1370, '21612')",['14'],1,['14'],1,[],[]
"(1371, '14835')",['14'],1,['14'],1,[],[]
"(1372, '17158')",['08' '09' '11' '14' '17'],5,['08' '09' '11' '14' '17'],5,[],[]
"(1373, '19459')",['14'],1,['14'],1,[],[]
"(1374, '14082')",['14'],1,['14'],1,[],[]
"(1375, '16378')",['14'],1,['14'],1,[],[]
"(1376, '19068')",['01' '02' '06' '08' '11' '12' '14' '17'],8,['01' '02' '06' '08' '11' '12' '14' '17'],8,[],[]
"(1377, '18873')",['14'],1,['14'],1,[],[]
"(1378, '20354')",['12' '14' '17'],3,['12' '14' '17'],3,[],[]
"(1379, '18633')",['06' '12' '14' '15' '17'],5,['06' '12' '14' '15' '17'],5,[],[]
"(1380, '16018')",['02' '12' '14'],3,['14'],1,['02' '12'],[]
